%
%
% Run:000   Table:buoys             SWASH version: 7.01
%
%       Tsec          Watlev        Vmag     
%       [s]           [m]           [m/s]    
%
 291000.00000       -0.9415      0.000000 
 291300.00000       -0.9986      0.021261 
 291300.00000       -0.9716      0.016633 
 291300.00000       -0.9510      0.008901 
 291300.00000       -0.9433      0.000000 
 291600.00000       -0.9997      0.042810 
 291600.00000       -0.9790      0.036829 
 291600.00000       -0.9625      0.021149 
 291600.00000       -0.9561      0.000000 
 291900.00000       -0.9989      0.056083 
 291900.00000       -0.9894      0.049951 
 291900.00000       -0.9813      0.029363 
 291900.00000       -0.9781      0.000000 
 292200.00000       -0.9963      0.057591 
 292200.00000       -1.0009      0.052615 
 292200.00000       -1.0035      0.031175 
 292200.00000       -1.0045      0.000000 
 292500.00000       -0.9918      0.045591 
 292500.00000       -1.0111      0.043455 
 292500.00000       -1.0245      0.025991 
 292500.00000       -1.0294      0.000000 
 292800.00000       -0.9853      0.020708 
 292800.00000       -1.0172      0.023353 
 292800.00000       -1.0393      0.014775 
 292800.00000       -1.0471      0.000000 
 293100.00000       -0.9769      0.013599 
 293100.00000       -1.0162      0.004752 
 293100.00000       -1.0438      0.000796 
 293100.00000       -1.0536      0.000000 
 293400.00000       -0.9666      0.051740 
 293400.00000       -1.0068      0.036414 
 293400.00000       -1.0356      0.018646 
 293400.00000       -1.0461      0.000000 
 293700.00000       -0.9543      0.087661 
 293700.00000       -0.9890      0.066498 
 293700.00000       -1.0142      0.036009 
 293700.00000       -1.0234      0.000000 
 294000.00000       -0.9401      0.116216 
 294000.00000       -0.9643      0.090130 
 294000.00000       -0.9812      0.049612 
 294000.00000       -0.9873      0.000000 
 294300.00000       -0.9241      0.133582 
 294300.00000       -0.9343      0.103597 
 294300.00000       -0.9403      0.056836 
 294300.00000       -0.9421      0.000000 
 294600.00000       -0.9063      0.137386 
 294600.00000       -0.9012      0.105061 
 294600.00000       -0.8961      0.056852 
 294600.00000       -0.8939      0.000000 
 294900.00000       -0.8867      0.127402 
 294900.00000       -0.8680      0.094959 
 294900.00000       -0.8537      0.050552 
 294900.00000       -0.8484      0.000000 
 295200.00000       -0.8656      0.106437 
 295200.00000       -0.8380      0.075956 
 295200.00000       -0.8177      0.039629 
 295200.00000       -0.8103      0.000000 
 295500.00000       -0.8429      0.080111 
 295500.00000       -0.8132      0.052435 
 295500.00000       -0.7909      0.026101 
 295500.00000       -0.7828      0.000000 
 295800.00000       -0.8188      0.055078 
 295800.00000       -0.7937      0.029693 
 295800.00000       -0.7744      0.012589 
 295800.00000       -0.7671      0.000000 
 296100.00000       -0.7931      0.037121 
 296100.00000       -0.7783      0.012912 
 296100.00000       -0.7667      0.002332 
 296100.00000       -0.7622      0.000000 
 296400.00000       -0.7660      0.030372 
 296400.00000       -0.7652      0.006112 
 296400.00000       -0.7642      0.001845 
 296400.00000       -0.7639      0.000000 
 296700.00000       -0.7375      0.037195 
 296700.00000       -0.7519      0.011332 
 296700.00000       -0.7622      0.001219 
 296700.00000       -0.7660      0.000000 
 297000.00000       -0.7076      0.057647 
 297000.00000       -0.7355      0.028244 
 297000.00000       -0.7554      0.010850 
 297000.00000       -0.7625      0.000000 
 297300.00000       -0.6762      0.088814 
 297300.00000       -0.7129      0.054203 
 297300.00000       -0.7390      0.025364 
 297300.00000       -0.7484      0.000000 
 297600.00000       -0.6434      0.125139 
 297600.00000       -0.6822      0.084755 
 297600.00000       -0.7102      0.042626 
 297600.00000       -0.7204      0.000000 
 297900.00000       -0.6093      0.160074 
 297900.00000       -0.6431      0.114456 
 297900.00000       -0.6678      0.059831 
 297900.00000       -0.6770      0.000000 
 298200.00000       -0.5740      0.187776 
 298200.00000       -0.5970      0.137922 
 298200.00000       -0.6134      0.073515 
 298200.00000       -0.6194      0.000000 
 298500.00000       -0.5375      0.203839 
 298500.00000       -0.5457      0.150870 
 298500.00000       -0.5506      0.080653 
 298500.00000       -0.5521      0.000000 
 298800.00000       -0.4999      0.205452 
 298800.00000       -0.4917      0.150995 
 298800.00000       -0.4845      0.080026 
 298800.00000       -0.4815      0.000000 
 299100.00000       -0.4614      0.192067 
 299100.00000       -0.4382      0.138491 
 299100.00000       -0.4209      0.072428 
 299100.00000       -0.4145      0.000000 
 299400.00000       -0.4221      0.166440 
 299400.00000       -0.3889      0.116102 
 299400.00000       -0.3650      0.059706 
 299400.00000       -0.3564      0.000000 
 299700.00000       -0.3821      0.134599 
 299700.00000       -0.3464      0.088588 
 299700.00000       -0.3204      0.044106 
 299700.00000       -0.3110      0.000000 
 300000.00000       -0.3415      0.103963 
 300000.00000       -0.3110      0.061813 
 300000.00000       -0.2882      0.028500 
 300000.00000       -0.2798      0.000000 
 300300.00000       -0.3004      0.081067 
 300300.00000       -0.2812      0.041564 
 300300.00000       -0.2669      0.016445 
 300300.00000       -0.2616      0.000000 
 300600.00000       -0.2588      0.070530 
 300600.00000       -0.2549      0.032306 
 300600.00000       -0.2524      0.011062 
 300600.00000       -0.2516      0.000000 
 300900.00000       -0.2166      0.074871 
 300900.00000       -0.2294      0.036212 
 300900.00000       -0.2391      0.013593 
 300900.00000       -0.2428      0.000000 
 301200.00000       -0.1741      0.093914 
 301200.00000       -0.2013      0.052710 
 301200.00000       -0.2211      0.023183 
 301200.00000       -0.2282      0.000000 
 301500.00000       -0.1311      0.124067 
 301500.00000       -0.1670      0.078580 
 301500.00000       -0.1930      0.037836 
 301500.00000       -0.2023      0.000000 
 301800.00000       -0.0877      0.158832 
 301800.00000       -0.1245      0.108585 
 301800.00000       -0.1516      0.055020 
 301800.00000       -0.1615      0.000000 
 302100.00000       -0.0441      0.190803 
 302100.00000       -0.0739      0.136508 
 302100.00000       -0.0963      0.071440 
 302100.00000       -0.1046      0.000000 
 302400.00000       -0.0003      0.213601 
 302400.00000       -0.0171      0.156419 
 302400.00000       -0.0292      0.083211 
 302400.00000       -0.0337      0.000000 
 302700.00000        0.0436      0.222631 
 302700.00000        0.0438      0.163915 
 302700.00000        0.0447      0.087271 
 302700.00000        0.0454      0.000000 
 303000.00000        0.0874      0.215339 
 303000.00000        0.1055      0.157096 
 303000.00000        0.1194      0.082828 
 303000.00000        0.1246      0.000000 
 303300.00000        0.1310      0.192137 
 303300.00000        0.1642      0.137067 
 303300.00000        0.1879      0.071255 
 303300.00000        0.1965      0.000000 
 303600.00000        0.1743      0.157436 
 303600.00000        0.2156      0.107795 
 303600.00000        0.2448      0.054888 
 303600.00000        0.2553      0.000000 
 303900.00000        0.2171      0.118947 
 303900.00000        0.2577      0.075279 
 303900.00000        0.2869      0.036514 
 303900.00000        0.2976      0.000000 
 304200.00000        0.2593      0.085025 
 304200.00000        0.2909      0.046316 
 304200.00000        0.3141      0.019703 
 304200.00000        0.3226      0.000000 
 304500.00000        0.3010      0.062293 
 304500.00000        0.3176      0.027001 
 304500.00000        0.3294      0.008439 
 304500.00000        0.3337      0.000000 
 304800.00000        0.3420      0.054904 
 304800.00000        0.3406      0.021323 
 304800.00000        0.3386      0.005476 
 304800.00000        0.3377      0.000000 
 305100.00000        0.3824      0.064275 
 305100.00000        0.3633      0.030254 
 305100.00000        0.3488      0.011059 
 305100.00000        0.3433      0.000000 
 305400.00000        0.4221      0.088252 
 305400.00000        0.3901      0.051542 
 305400.00000        0.3665      0.023390 
 305400.00000        0.3580      0.000000 
 305700.00000        0.4612      0.120840 
 305700.00000        0.4242      0.080174 
 305700.00000        0.3968      0.039796 
 305700.00000        0.3868      0.000000 
 306000.00000        0.4995      0.153799 
 306000.00000        0.4667      0.109443 
 306000.00000        0.4418      0.056959 
 306000.00000        0.4325      0.000000 
 306300.00000        0.5370      0.179234 
 306300.00000        0.5161      0.132374 
 306300.00000        0.5002      0.070739 
 306300.00000        0.4942      0.000000 
 306600.00000        0.5735      0.191204 
 306600.00000        0.5699      0.143259 
 306600.00000        0.5675      0.077163 
 306600.00000        0.5667      0.000000 
 306900.00000        0.6090      0.186106 
 306900.00000        0.6248      0.138947 
 306900.00000        0.6369      0.074330 
 306900.00000        0.6415      0.000000 
 307200.00000        0.6433      0.163322 
 307200.00000        0.6767      0.119640 
 307200.00000        0.7006      0.063097 
 307200.00000        0.7093      0.000000 
 307500.00000        0.6763      0.126469 
 307500.00000        0.7207      0.088946 
 307500.00000        0.7519      0.045957 
 307500.00000        0.7630      0.000000 
 307800.00000        0.7078      0.083362 
 307800.00000        0.7538      0.053095 
 307800.00000        0.7864      0.025942 
 307800.00000        0.7982      0.000000 
 308100.00000        0.7379      0.043443 
 308100.00000        0.7757      0.019558 
 308100.00000        0.8031      0.006750 
 308100.00000        0.8132      0.000000 
 308400.00000        0.7664      0.014613 
 308400.00000        0.7889      0.004644 
 308400.00000        0.8050      0.007296 
 308400.00000        0.8109      0.000000 
 308700.00000        0.7934      0.001898 
 308700.00000        0.7967      0.014631 
 308700.00000        0.7982      0.012765 
 308700.00000        0.7986      0.000000 
 309000.00000        0.8189      0.007222 
 309000.00000        0.8030      0.008812 
 309000.00000        0.7904      0.008856 
 309000.00000        0.7857      0.000000 
 309300.00000        0.8429      0.028735 
 309300.00000        0.8122      0.010774 
 309300.00000        0.7893      0.002676 
 309300.00000        0.7810      0.000000 
 309600.00000        0.8655      0.060365 
 309600.00000        0.8283      0.038929 
 309600.00000        0.8008      0.018883 
 309600.00000        0.7907      0.000000 
 309900.00000        0.8865      0.093272 
 309900.00000        0.8529      0.068467 
 309900.00000        0.8273      0.036218 
 309900.00000        0.8178      0.000000 
 310200.00000        0.9060      0.118741 
 310200.00000        0.8845      0.091823 
 310200.00000        0.8679      0.050341 
 310200.00000        0.8615      0.000000 
 310500.00000        0.9238      0.130242 
 310500.00000        0.9203      0.102764 
 310500.00000        0.9176      0.056981 
 310500.00000        0.9167      0.000000 
 310800.00000        0.9400      0.123950 
 310800.00000        0.9567      0.097840 
 310800.00000        0.9692      0.053930 
 310800.00000        0.9740      0.000000 
 311100.00000        0.9543      0.099284 
 311100.00000        0.9893      0.077241 
 311100.00000        1.0144      0.042007 
 311100.00000        1.0234      0.000000 
 311400.00000        0.9667      0.060101 
 311400.00000        1.0132      0.044835 
 311400.00000        1.0457      0.023937 
 311400.00000        1.0573      0.000000 
 311700.00000        0.9771      0.014674 
 311700.00000        1.0249      0.007273 
 311700.00000        1.0588      0.003031 
 311700.00000        1.0710      0.000000 
 312000.00000        0.9854      0.027006 
 312000.00000        1.0245      0.027567 
 312000.00000        1.0528      0.016834 
 312000.00000        1.0632      0.000000 
 312300.00000        0.9918      0.056711 
 312300.00000        1.0147      0.052406 
 312300.00000        1.0312      0.031228 
 312300.00000        1.0372      0.000000 
 312600.00000        0.9963      0.069449 
 312600.00000        0.9992      0.062338 
 312600.00000        1.0005      0.036673 
 312600.00000        1.0008      0.000000 
 312900.00000        0.9988      0.063594 
 312900.00000        0.9821      0.055994 
 312900.00000        0.9691      0.032453 
 312900.00000        0.9642      0.000000 
 313200.00000        0.9995      0.041458 
 313200.00000        0.9682      0.035794 
 313200.00000        0.9449      0.020544 
 313200.00000        0.9364      0.000000 
